cell_index,cell_id,annotation,x,y,time,embedding_index
1408,170_133,AGM,133,-170,1,97
1409,170_134,AGM,134,-170,1,97
1410,170_135,AGM,135,-170,1,119
1411,170_136,AGM,136,-170,1,99
1412,170_137,Sclerotome,137,-170,1,99
1413,170_138,Sclerotome,138,-170,1,99
1414,170_139,Sclerotome,139,-170,1,99
1415,170_140,Sclerotome,140,-170,1,98
1416,170_141,Sclerotome,141,-170,1,97
1417,170_142,Sclerotome,142,-170,1,97
1418,170_143,Sclerotome,143,-170,1,101
1419,170_144,Sclerotome,144,-170,1,96
1420,170_145,Sclerotome,145,-170,1,96
1421,170_146,Sclerotome,146,-170,1,96
1422,170_147,Dermomyotome,147,-170,1,96
1423,170_148,Dermomyotome,148,-170,1,105
1424,170_149,Sclerotome,149,-170,1,100
1425,170_150,Mesenchyme,150,-170,1,109
1426,170_151,Mesenchyme,151,-170,1,109
1427,170_152,Mesenchyme,152,-170,1,109
1428,170_153,Mesenchyme,153,-170,1,109
1429,170_154,Mesenchyme,154,-170,1,109
1430,170_94,Cavity,94,-170,1,85
1431,170_95,Cavity,95,-170,1,125
1432,170_96,Cavity,96,-170,1,125
1433,170_97,Cavity,97,-170,1,79
1434,170_98,Cavity,98,-170,1,79
1435,170_99,Cavity,99,-170,1,79
1436,171_100,Cavity,100,-171,1,79
1437,171_101,Cavity,101,-171,1,91
1438,171_102,Cavity,102,-171,1,79
1439,171_103,Cavity,103,-171,1,79
1440,171_104,Cavity,104,-171,1,79
1441,171_105,Cavity,105,-171,1,77
1442,171_106,Cavity,106,-171,1,77
1443,171_107,Cavity,107,-171,1,77
1444,171_108,Cavity,108,-171,1,77
1445,171_109,Cavity,109,-171,1,77
1446,171_110,Cavity,110,-171,1,77
1447,171_111,Cavity,111,-171,1,77
1448,171_112,Cavity,112,-171,1,77
1449,171_113,Cavity,113,-171,1,75
1450,171_114,Heart,114,-171,1,77
1451,171_115,Heart,115,-171,1,75
1452,171_116,Connective tissue,116,-171,1,123
1453,171_117,Liver,117,-171,1,117
1454,171_118,Liver,118,-171,1,119
1455,171_119,Liver,119,-171,1,119
1456,171_120,Liver,120,-171,1,119
1457,171_121,Liver,121,-171,1,119
1458,171_122,Liver,122,-171,1,119
1459,171_123,Liver,123,-171,1,115
1460,171_124,Liver,124,-171,1,119
1461,171_125,Liver,125,-171,1,118
1462,171_126,Liver,126,-171,1,119
1463,171_127,Liver,127,-171,1,119
1464,171_128,Liver,128,-171,1,98
1465,171_129,Liver,129,-171,1,118
1466,171_130,Liver,130,-171,1,118
1467,171_131,Liver,131,-171,1,119
1468,171_132,AGM,132,-171,1,97
1469,171_133,AGM,133,-171,1,97
1470,171_134,AGM,134,-171,1,97
1471,171_135,AGM,135,-171,1,119
1472,171_136,AGM,136,-171,1,99
1473,171_137,AGM,137,-171,1,99
1474,171_138,Cavity,138,-171,1,99
1475,171_139,AGM,139,-171,1,99
1476,171_140,AGM,140,-171,1,99
1477,171_141,Sclerotome,141,-171,1,97
1478,171_142,Sclerotome,142,-171,1,96
1479,171_143,Sclerotome,143,-171,1,98
1480,171_144,Sclerotome,144,-171,1,97
1481,171_145,Sclerotome,145,-171,1,96
1482,171_146,Sclerotome,146,-171,1,100
1483,171_147,Sclerotome,147,-171,1,100
1484,171_148,Sclerotome,148,-171,1,96
1485,171_149,Sclerotome,149,-171,1,96
1486,171_150,Mesenchyme,150,-171,1,109
1487,171_151,Mesenchyme,151,-171,1,108
1488,171_152,Mesenchyme,152,-171,1,109
1489,171_153,Mesenchyme,153,-171,1,108
1490,171_154,Mesenchyme,154,-171,1,109
1491,171_155,Cavity,155,-171,1,90
1492,171_96,Cavity,96,-171,1,87
1493,171_97,Cavity,97,-171,1,77
1494,171_98,Cavity,98,-171,1,79
1495,171_99,Cavity,99,-171,1,79
1496,172_100,Cavity,100,-172,1,79
1497,172_101,Cavity,101,-172,1,79
1498,172_102,Cavity,102,-172,1,79
1499,172_103,Cavity,103,-172,1,79
1500,172_104,Cavity,104,-172,1,77
1501,172_105,Cavity,105,-172,1,79
1502,172_106,Cavity,106,-172,1,77
1503,172_107,Cavity,107,-172,1,77
1504,172_108,Cavity,108,-172,1,77
1505,172_109,Cavity,109,-172,1,77
1506,172_110,Cavity,110,-172,1,77
1507,172_111,Cavity,111,-172,1,75
1508,172_112,Heart,112,-172,1,74
1509,172_113,Heart,113,-172,1,75
1510,172_114,Heart,114,-172,1,75
1511,172_115,Heart,115,-172,1,74
1512,172_116,Heart,116,-172,1,72
1513,172_117,Liver,117,-172,1,117
1514,172_118,Liver,118,-172,1,119
1515,172_119,Liver,119,-172,1,119
1516,172_120,Liver,120,-172,1,119
1517,172_121,Liver,121,-172,1,119
1518,172_122,Liver,122,-172,1,119
1519,172_123,Liver,123,-172,1,119
1520,172_124,Liver,124,-172,1,119
1521,172_125,AGM,125,-172,1,118
1522,172_126,Liver,126,-172,1,99
1523,172_127,Liver,127,-172,1,119
1524,172_128,Liver,128,-172,1,99
1525,172_129,Liver,129,-172,1,118
1526,172_130,Liver,130,-172,1,119
1527,172_131,Liver,131,-172,1,99
1528,172_132,AGM,132,-172,1,118
1529,172_133,AGM,133,-172,1,99
1530,172_134,AGM,134,-172,1,97
1531,172_135,AGM,135,-172,1,99
1532,172_136,AGM,136,-172,1,99
1533,172_137,AGM,137,-172,1,99
1534,172_138,Cavity,138,-172,1,78
1535,172_139,Cavity,139,-172,1,78
1536,172_140,AGM,140,-172,1,99
1537,172_141,Sclerotome,141,-172,1,96
1538,172_142,Sclerotome,142,-172,1,96
1539,172_143,Sclerotome,143,-172,1,96
1540,172_144,Sclerotome,144,-172,1,96
1541,172_145,Sclerotome,145,-172,1,96
1542,172_146,Sclerotome,146,-172,1,100
1543,172_147,Sclerotome,147,-172,1,96
1544,172_148,Sclerotome,148,-172,1,100
1545,172_149,Sclerotome,149,-172,1,96
1546,172_150,Mesenchyme,150,-172,1,105
1547,172_151,Mesenchyme,151,-172,1,109
1548,172_152,Mesenchyme,152,-172,1,108
1549,172_153,Mesenchyme,153,-172,1,109
1550,172_154,Mesenchyme,154,-172,1,109
1551,172_155,Cavity,155,-172,1,94
1552,172_97,Cavity,97,-172,1,83
1553,172_98,Cavity,98,-172,1,79
1554,172_99,Cavity,99,-172,1,79
1555,173_100,Cavity,100,-173,1,79
1556,173_101,Cavity,101,-173,1,77
1557,173_102,Cavity,102,-173,1,77
1558,173_103,Cavity,103,-173,1,79
1559,173_104,Cavity,104,-173,1,77
1560,173_105,Cavity,105,-173,1,79
1561,173_106,Cavity,106,-173,1,77
1562,173_107,Cavity,107,-173,1,77
1563,173_108,Cavity,108,-173,1,77
1564,173_109,Cavity,109,-173,1,75
1565,173_110,Heart,110,-173,1,75
1566,173_111,Heart,111,-173,1,74
1567,173_112,Heart,112,-173,1,75
1568,173_113,Heart,113,-173,1,75
1569,173_114,Heart,114,-173,1,75
1570,173_115,Heart,115,-173,1,75
1571,173_116,Heart,116,-173,1,75
1572,173_117,Heart,117,-173,1,75
1573,173_118,Heart,118,-173,1,74
1574,173_119,AGM,119,-173,1,73
1575,173_120,AGM,120,-173,1,73
1576,173_121,Heart,121,-173,1,73
1577,173_122,AGM,122,-173,1,73
1578,173_123,AGM,123,-173,1,73
1579,173_124,AGM,124,-173,1,99
1580,173_125,AGM,125,-173,1,99
1581,173_126,AGM,126,-173,1,99
1582,173_127,AGM,127,-173,1,99
1583,173_128,Liver,128,-173,1,99
1584,173_129,Liver,129,-173,1,99
1585,173_130,Liver,130,-173,1,99
1586,173_131,Liver,131,-173,1,99
1587,173_132,AGM,132,-173,1,99
1588,173_133,AGM,133,-173,1,99
1589,173_134,AGM,134,-173,1,99
1590,173_135,AGM,135,-173,1,99
1591,173_136,AGM,136,-173,1,99
1592,173_137,AGM,137,-173,1,99
1593,173_138,Cavity,138,-173,1,78
1594,173_139,Cavity,139,-173,1,78
1595,173_140,AGM,140,-173,1,99
1596,173_141,Sclerotome,141,-173,1,98
1597,173_142,Sclerotome,142,-173,1,96
1598,173_143,Sclerotome,143,-173,1,96
1599,173_144,Sclerotome,144,-173,1,100
1600,173_145,Sclerotome,145,-173,1,96
1601,173_146,Sclerotome,146,-173,1,96
1602,173_147,Sclerotome,147,-173,1,100
1603,173_148,Sclerotome,148,-173,1,100
1604,173_149,Dermomyotome,149,-173,1,96
1605,173_150,Dermomyotome,150,-173,1,105
1606,173_151,Mesenchyme,151,-173,1,109
1607,173_152,Mesenchyme,152,-173,1,109
1608,173_153,Mesenchyme,153,-173,1,109
1609,173_154,Mesenchyme,154,-173,1,109
1610,173_155,Mesenchyme,155,-173,1,79
1611,173_98,Cavity,98,-173,1,86
1612,173_99,Cavity,99,-173,1,79
1613,174_100,Cavity,100,-174,1,125
1614,174_101,Cavity,101,-174,1,77
1615,174_102,Cavity,102,-174,1,77
1616,174_103,Cavity,103,-174,1,90
1617,174_104,Cavity,104,-174,1,77
1618,174_105,Cavity,105,-174,1,77
1619,174_106,Cavity,106,-174,1,77
1620,174_107,Cavity,107,-174,1,75
1621,174_108,Heart,108,-174,1,75
1622,174_109,Heart,109,-174,1,75
1623,174_110,Heart,110,-174,1,75
1624,174_111,Heart,111,-174,1,75
1625,174_112,Heart,112,-174,1,75
1626,174_113,Heart,113,-174,1,75
1627,174_114,Heart,114,-174,1,75
1628,174_115,Heart,115,-174,1,75
1629,174_116,Heart,116,-174,1,75
1630,174_117,Heart,117,-174,1,75
1631,174_118,Heart,118,-174,1,73
1632,174_119,Heart,119,-174,1,73
1633,174_120,Heart,120,-174,1,73
1634,174_121,Heart,121,-174,1,73
1635,174_122,Heart,122,-174,1,73
1636,174_123,Heart,123,-174,1,73
1637,174_124,Heart,124,-174,1,73
1638,174_125,Heart,125,-174,1,73
1639,174_126,AGM,126,-174,1,119
1640,174_127,AGM,127,-174,1,99
1641,174_128,AGM,128,-174,1,99
1642,174_129,AGM,129,-174,1,99
1643,174_130,AGM,130,-174,1,98
1644,174_131,AGM,131,-174,1,96
1645,174_132,AGM,132,-174,1,97
1646,174_133,AGM,133,-174,1,99
1647,174_134,AGM,134,-174,1,99
1648,174_135,AGM,135,-174,1,99
1649,174_136,AGM,136,-174,1,99
1650,174_137,AGM,137,-174,1,99
1651,174_138,Cavity,138,-174,1,78
1652,174_139,Cavity,139,-174,1,78
1653,174_140,Cavity,140,-174,1,78
1654,174_141,AGM,141,-174,1,99
1655,174_142,Sclerotome,142,-174,1,99
1656,174_143,Sclerotome,143,-174,1,96
1657,174_144,Sclerotome,144,-174,1,96
1658,174_145,Sclerotome,145,-174,1,96
1659,174_146,Sclerotome,146,-174,1,96
1660,174_147,Sclerotome,147,-174,1,100
1661,174_148,Sclerotome,148,-174,1,96
1662,174_149,Sclerotome,149,-174,1,96
1663,174_150,Dermomyotome,150,-174,1,96
1664,174_151,Mesenchyme,151,-174,1,109
1665,174_152,Mesenchyme,152,-174,1,109
1666,174_153,Mesenchyme,153,-174,1,109
1667,174_154,Mesenchyme,154,-174,1,109
1668,174_155,Mesenchyme,155,-174,1,109
1669,174_99,Cavity,99,-174,1,85
1670,175_100,Cavity,100,-175,1,89
1671,175_101,Cavity,101,-175,1,77
1672,175_102,Cavity,102,-175,1,77
1673,175_103,Cavity,103,-175,1,88
1674,175_104,Cavity,104,-175,1,77
1675,175_105,Cavity,105,-175,1,77
1676,175_106,Cavity,106,-175,1,75
1677,175_107,Heart,107,-175,1,75
1678,175_108,Heart,108,-175,1,75
1679,175_109,Heart,109,-175,1,75
1680,175_110,Heart,110,-175,1,75
1681,175_111,Heart,111,-175,1,75
1682,175_112,Heart,112,-175,1,75
1683,175_113,Heart,113,-175,1,75
1684,175_114,Heart,114,-175,1,75
1685,175_115,Heart,115,-175,1,75
1686,175_116,Heart,116,-175,1,75
1687,175_117,Heart,117,-175,1,75
1688,175_118,Heart,118,-175,1,75
1689,175_119,Heart,119,-175,1,73
1690,175_120,Heart,120,-175,1,73
1691,175_121,Heart,121,-175,1,73
1692,175_122,Heart,122,-175,1,73
1693,175_123,Heart,123,-175,1,73
1694,175_124,Heart,124,-175,1,73
1695,175_125,Cavity,125,-175,1,73
1696,175_126,Cavity,126,-175,1,76
1697,175_127,AGM,127,-175,1,99
1698,175_128,AGM,128,-175,1,99
1699,175_129,AGM,129,-175,1,99
1700,175_130,AGM,130,-175,1,99
1701,175_131,AGM,131,-175,1,98
1702,175_132,AGM,132,-175,1,99
1703,175_133,AGM,133,-175,1,99
1704,175_134,AGM,134,-175,1,99
1705,175_135,AGM,135,-175,1,98
1706,175_136,AGM,136,-175,1,99
1707,175_137,AGM,137,-175,1,99
1708,175_138,Cavity,138,-175,1,78
1709,175_139,Cavity,139,-175,1,78
1710,175_140,Cavity,140,-175,1,78
1711,175_141,AGM,141,-175,1,99
1712,175_142,Sclerotome,142,-175,1,29
1713,175_143,Sclerotome,143,-175,1,96
1714,175_144,Sclerotome,144,-175,1,96
1715,175_145,Sclerotome,145,-175,1,96
1716,175_146,Sclerotome,146,-175,1,96
1717,175_147,Sclerotome,147,-175,1,96
1718,175_148,Sclerotome,148,-175,1,96
1719,175_149,Sclerotome,149,-175,1,100
1720,175_150,Sclerotome,150,-175,1,100
1721,175_151,Sclerotome,151,-175,1,100
1722,175_152,Mesenchyme,152,-175,1,109
1723,175_153,Mesenchyme,153,-175,1,109
1724,175_154,Mesenchyme,154,-175,1,109
1725,175_155,Mesenchyme,155,-175,1,109
1726,176_100,Cavity,100,-176,1,81
1727,176_101,Cavity,101,-176,1,87
1728,176_102,Cavity,102,-176,1,77
1729,176_103,Cavity,103,-176,1,77
1730,176_104,Cavity,104,-176,1,77
1731,176_105,Cavity,105,-176,1,77
1732,176_106,Cavity,106,-176,1,75
1733,176_107,Heart,107,-176,1,75
1734,176_108,Heart,108,-176,1,74
1735,176_109,Heart,109,-176,1,75
1736,176_110,Heart,110,-176,1,75
1737,176_111,Heart,111,-176,1,75
1738,176_112,Heart,112,-176,1,75
1739,176_113,Heart,113,-176,1,75
1740,176_114,Heart,114,-176,1,75
1741,176_115,Heart,115,-176,1,75
1742,176_116,Heart,116,-176,1,75
1743,176_117,Heart,117,-176,1,75
1744,176_118,Heart,118,-176,1,75
1745,176_119,Heart,119,-176,1,73
1746,176_120,Heart,120,-176,1,73
1747,176_121,Heart,121,-176,1,73
1748,176_122,Heart,122,-176,1,73
1749,176_123,Cavity,123,-176,1,73
1750,176_124,Cavity,124,-176,1,73
1751,176_125,Cavity,125,-176,1,76
1752,176_126,Cavity,126,-176,1,78
1753,176_127,Cavity,127,-176,1,78
1754,176_128,AGM,128,-176,1,99
1755,176_129,AGM,129,-176,1,99
1756,176_130,AGM,130,-176,1,98
1757,176_131,AGM,131,-176,1,98
1758,176_132,AGM,132,-176,1,99
1759,176_133,AGM,133,-176,1,99
1760,176_134,AGM,134,-176,1,98
1761,176_135,AGM,135,-176,1,119
1762,176_136,AGM,136,-176,1,99
1763,176_137,AGM,137,-176,1,98
1764,176_138,AGM,138,-176,1,99
1765,176_139,Cavity,139,-176,1,78
1766,176_140,Cavity,140,-176,1,78
1767,176_141,Cavity,141,-176,1,99
1768,176_142,Sclerotome,142,-176,1,99
1769,176_143,Sclerotome,143,-176,1,96
1770,176_144,Sclerotome,144,-176,1,98
1771,176_145,Sclerotome,145,-176,1,96
1772,176_146,Sclerotome,146,-176,1,96
1773,176_147,Sclerotome,147,-176,1,96
1774,176_148,Sclerotome,148,-176,1,96
1775,176_149,Sclerotome,149,-176,1,100
1776,176_150,Sclerotome,150,-176,1,96
1777,176_151,Sclerotome,151,-176,1,100
1778,176_152,Mesenchyme,152,-176,1,109
1779,176_153,Mesenchyme,153,-176,1,109
1780,176_154,Mesenchyme,154,-176,1,109
1781,176_155,Mesenchyme,155,-176,1,109
1782,176_156,Cavity,156,-176,1,81
1783,177_102,Cavity,102,-177,1,77
1784,177_103,Cavity,103,-177,1,77
1785,177_104,Cavity,104,-177,1,75
1786,177_105,Cavity,105,-177,1,75
1787,177_106,Heart,106,-177,1,75
1788,177_107,Heart,107,-177,1,75
1789,177_108,Heart,108,-177,1,75
1790,177_109,Heart,109,-177,1,74
1791,177_110,Heart,110,-177,1,75
1792,177_111,Heart,111,-177,1,75
1793,177_112,Heart,112,-177,1,75
1794,177_113,Heart,113,-177,1,75
1795,177_114,Heart,114,-177,1,75
1796,177_115,Heart,115,-177,1,75
1797,177_116,Heart,116,-177,1,75
1798,177_117,Heart,117,-177,1,76
1799,177_118,Heart,118,-177,1,75
1800,177_119,Heart,119,-177,1,73
1801,177_120,Heart,120,-177,1,75
1802,177_121,Heart,121,-177,1,73
1803,177_122,Heart,122,-177,1,73
1804,177_123,Cavity,123,-177,1,73
1805,177_124,Cavity,124,-177,1,76
1806,177_125,Cavity,125,-177,1,78
1807,177_126,Cavity,126,-177,1,78
1808,177_127,Cavity,127,-177,1,76
1809,177_128,Cavity,128,-177,1,73
1810,177_129,AGM,129,-177,1,99
1811,177_130,AGM,130,-177,1,99
1812,177_131,AGM,131,-177,1,98
1813,177_132,AGM,132,-177,1,118
1814,177_133,AGM,133,-177,1,98
1815,177_134,AGM,134,-177,1,97
1816,177_135,AGM,135,-177,1,98
1817,177_136,AGM,136,-177,1,99
1818,177_137,AGM,137,-177,1,98
1819,177_138,AGM,138,-177,1,99
1820,177_139,Cavity,139,-177,1,78
1821,177_140,Cavity,140,-177,1,78
1822,177_141,Cavity,141,-177,1,78
1823,177_142,Sclerotome,142,-177,1,98
1824,177_143,Sclerotome,143,-177,1,98
1825,177_144,Sclerotome,144,-177,1,96
1826,177_145,Sclerotome,145,-177,1,101
1827,177_146,Sclerotome,146,-177,1,96
1828,177_147,Sclerotome,147,-177,1,101
1829,177_148,Sclerotome,148,-177,1,96
1830,177_149,Sclerotome,149,-177,1,100
1831,177_150,Sclerotome,150,-177,1,100
1832,177_151,Sclerotome,151,-177,1,100
1833,177_152,Mesenchyme,152,-177,1,96
1834,177_153,Mesenchyme,153,-177,1,109
1835,177_154,Mesenchyme,154,-177,1,109
1836,177_155,Mesenchyme,155,-177,1,109
1837,177_156,Cavity,156,-177,1,90
1838,178_102,Cavity,102,-178,1,84
1839,178_103,Cavity,103,-178,1,77
1840,178_104,Cavity,104,-178,1,75
1841,178_105,Cavity,105,-178,1,77
1842,178_106,Heart,106,-178,1,75
1843,178_107,Heart,107,-178,1,75
1844,178_108,Heart,108,-178,1,75
1845,178_109,Heart,109,-178,1,75
1846,178_110,Heart,110,-178,1,75
1847,178_111,Heart,111,-178,1,75
1848,178_112,Heart,112,-178,1,75
1849,178_113,Heart,113,-178,1,75
1850,178_114,Cavity,114,-178,1,76
1851,178_115,Cavity,115,-178,1,76
1852,178_116,Cavity,116,-178,1,76
1853,178_117,Cavity,117,-178,1,76
1854,178_118,Cavity,118,-178,1,76
1855,178_119,Heart,119,-178,1,75
1856,178_120,Heart,120,-178,1,74
1857,178_121,Heart,121,-178,1,73
1858,178_122,Heart,122,-178,1,73
1859,178_123,Heart,123,-178,1,73
1860,178_124,Cavity,124,-178,1,73
1861,178_125,Cavity,125,-178,1,76
1862,178_126,Cavity,126,-178,1,73
1863,178_127,AGM,127,-178,1,73
1864,178_128,AGM,128,-178,1,73
1865,178_129,Heart,129,-178,1,99
1866,178_130,AGM,130,-178,1,99
1867,178_131,Liver,131,-178,1,99
1868,178_132,AGM,132,-178,1,98
1869,178_133,AGM,133,-178,1,98
1870,178_134,AGM,134,-178,1,99
1871,178_135,AGM,135,-178,1,98
1872,178_136,AGM,136,-178,1,97
1873,178_137,AGM,137,-178,1,99
1874,178_138,AGM,138,-178,1,99
1875,178_139,Cavity,139,-178,1,78
1876,178_140,Cavity,140,-178,1,78
1877,178_141,Cavity,141,-178,1,78
1878,178_142,Sclerotome,142,-178,1,98
1879,178_143,Sclerotome,143,-178,1,101
1880,178_144,Sclerotome,144,-178,1,101
1881,178_145,Sclerotome,145,-178,1,103
1882,178_146,Sclerotome,146,-178,1,100
1883,178_147,Sclerotome,147,-178,1,100
1884,178_148,Sclerotome,148,-178,1,100
1885,178_149,Sclerotome,149,-178,1,100
1886,178_150,Sclerotome,150,-178,1,100
1887,178_151,Sclerotome,151,-178,1,100
1888,178_152,Mesenchyme,152,-178,1,100
1889,178_153,Mesenchyme,153,-178,1,74
1890,178_154,Mesenchyme,154,-178,1,109
1891,178_155,Mesenchyme,155,-178,1,109
1892,178_156,Cavity,156,-178,1,80
1893,179_103,Cavity,103,-179,1,77
1894,179_104,Cavity,104,-179,1,77
1895,179_105,Cavity,105,-179,1,75
1896,179_106,Heart,106,-179,1,75
1897,179_107,Heart,107,-179,1,75
1898,179_108,Heart,108,-179,1,75
1899,179_109,Heart,109,-179,1,75
1900,179_110,Heart,110,-179,1,75
1901,179_111,Heart,111,-179,1,75
1902,179_112,Heart,112,-179,1,75
1903,179_113,Heart,113,-179,1,76
1904,179_114,Cavity,114,-179,1,76
1905,179_115,Cavity,115,-179,1,76
1906,179_116,Cavity,116,-179,1,76
1907,179_117,Cavity,117,-179,1,78
1908,179_118,Cavity,118,-179,1,76
1909,179_119,Heart,119,-179,1,75
1910,179_120,Heart,120,-179,1,73
1911,179_121,Heart,121,-179,1,73
1912,179_122,Heart,122,-179,1,73
1913,179_123,Heart,123,-179,1,73
1914,179_124,Cavity,124,-179,1,73
1915,179_125,Cavity,125,-179,1,73
1916,179_126,AGM,126,-179,1,73
1917,179_127,Heart,127,-179,1,73
1918,179_128,Heart,128,-179,1,73
1919,179_129,Heart,129,-179,1,65
1920,179_130,Branchial arch,130,-179,1,98
1921,179_131,Liver,131,-179,1,98
1922,179_132,Liver,132,-179,1,98
1923,179_133,AGM,133,-179,1,98
1924,179_134,AGM,134,-179,1,98
1925,179_135,AGM,135,-179,1,98
1926,179_136,AGM,136,-179,1,97
1927,179_137,AGM,137,-179,1,97
1928,179_138,AGM,138,-179,1,99
1929,179_139,Cavity,139,-179,1,78
1930,179_140,Cavity,140,-179,1,78
1931,179_141,AGM,141,-179,1,98
1932,179_142,Sclerotome,142,-179,1,101
1933,179_143,Sclerotome,143,-179,1,101
1934,179_144,Sclerotome,144,-179,1,101
1935,179_145,Sclerotome,145,-179,1,96
1936,179_146,Sclerotome,146,-179,1,100
1937,179_147,Sclerotome,147,-179,1,100
1938,179_148,Sclerotome,148,-179,1,100
1939,179_149,Sclerotome,149,-179,1,100
1940,179_150,Sclerotome,150,-179,1,100
1941,179_151,Sclerotome,151,-179,1,100
1942,179_152,Sclerotome,152,-179,1,100
1943,179_153,Mesenchyme,153,-179,1,109
1944,179_154,Mesenchyme,154,-179,1,109
1945,179_155,Mesenchyme,155,-179,1,109
1946,179_156,Cavity,156,-179,1,45
1947,180_103,Cavity,103,-180,1,86
1948,180_104,Cavity,104,-180,1,77
1949,180_105,Cavity,105,-180,1,75
1950,180_106,Heart,106,-180,1,74
1951,180_107,Heart,107,-180,1,74
1952,180_108,Heart,108,-180,1,73
1953,180_109,Heart,109,-180,1,75
1954,180_110,Heart,110,-180,1,75
1955,180_111,Heart,111,-180,1,75
1956,180_112,Heart,112,-180,1,75
1957,180_113,Cavity,113,-180,1,76
1958,180_114,Cavity,114,-180,1,78
1959,180_115,Cavity,115,-180,1,76
1960,180_116,Cavity,116,-180,1,76
1961,180_117,Cavity,117,-180,1,76
1962,180_118,Cavity,118,-180,1,76
1963,180_119,Heart,119,-180,1,75
1964,180_120,Heart,120,-180,1,75
1965,180_121,Heart,121,-180,1,73
1966,180_122,Heart,122,-180,1,72
1967,180_123,Heart,123,-180,1,73
1968,180_124,Heart,124,-180,1,73
1969,180_125,Heart,125,-180,1,73
1970,180_126,Heart,126,-180,1,73
1971,180_127,Heart,127,-180,1,73
1972,180_128,Heart,128,-180,1,73
1973,180_129,Heart,129,-180,1,65
1974,180_130,Branchial arch,130,-180,1,98
1975,180_131,Liver,131,-180,1,65
1976,180_132,AGM,132,-180,1,101
1977,180_133,AGM,133,-180,1,98
1978,180_134,AGM,134,-180,1,98
1979,180_135,AGM,135,-180,1,98
1980,180_136,AGM,136,-180,1,101
1981,180_137,AGM,137,-180,1,101
1982,180_138,AGM,138,-180,1,101
1983,180_139,Cavity,139,-180,1,78
1984,180_140,AGM,140,-180,1,102
1985,180_141,Neural crest,141,-180,1,101
1986,180_142,Sclerotome,142,-180,1,101
1987,180_143,Sclerotome,143,-180,1,101
1988,180_144,Sclerotome,144,-180,1,101
1989,180_145,Sclerotome,145,-180,1,101
1990,180_146,Sclerotome,146,-180,1,100
1991,180_147,Sclerotome,147,-180,1,100
1992,180_148,Sclerotome,148,-180,1,100
1993,180_149,Sclerotome,149,-180,1,100
1994,180_150,Sclerotome,150,-180,1,100
1995,180_151,Sclerotome,151,-180,1,100
1996,180_152,Sclerotome,152,-180,1,100
1997,180_153,Mesenchyme,153,-180,1,109
1998,180_154,Mesenchyme,154,-180,1,109
1999,180_155,Mesenchyme,155,-180,1,109
2000,180_156,Cavity,156,-180,1,45
2001,181_104,Cavity,104,-181,1,77
2002,181_105,Cavity,105,-181,1,75
2003,181_106,Heart,106,-181,1,74
2004,181_107,Heart,107,-181,1,75
2005,181_108,Heart,108,-181,1,75
2006,181_109,Heart,109,-181,1,75
2007,181_110,Heart,110,-181,1,75
2008,181_111,Heart,111,-181,1,75
2009,181_112,Cavity,112,-181,1,76
2010,181_113,Cavity,113,-181,1,76
2011,181_114,Cavity,114,-181,1,78
2012,181_115,Cavity,115,-181,1,78
2013,181_116,Cavity,116,-181,1,78
2014,181_117,Cavity,117,-181,1,78
2015,181_118,Cavity,118,-181,1,76
2016,181_119,Heart,119,-181,1,73
2017,181_120,Heart,120,-181,1,75
2018,181_121,Heart,121,-181,1,75
2019,181_122,Heart,122,-181,1,73
2020,181_123,Heart,123,-181,1,73
2021,181_124,Heart,124,-181,1,73
2022,181_125,Heart,125,-181,1,73
2023,181_126,Heart,126,-181,1,73
2024,181_127,Heart,127,-181,1,72
2025,181_128,Heart,128,-181,1,73
2026,181_129,Heart,129,-181,1,65
2027,181_130,AGM,130,-181,1,98
2028,181_131,Branchial arch,131,-181,1,98
2029,181_132,AGM,132,-181,1,98
2030,181_133,AGM,133,-181,1,98
2031,181_134,AGM,134,-181,1,98
2032,181_135,AGM,135,-181,1,98
2033,181_136,AGM,136,-181,1,101
2034,181_137,AGM,137,-181,1,98
2035,181_138,Neural crest,138,-181,1,64
2036,181_139,Neural crest,139,-181,1,102
2037,181_140,Neural crest,140,-181,1,102
2038,181_141,Neural crest,141,-181,1,102
2039,181_142,Sclerotome,142,-181,1,101
2040,181_143,Sclerotome,143,-181,1,101
2041,181_144,Sclerotome,144,-181,1,101
2042,181_145,Sclerotome,145,-181,1,100
2043,181_146,Sclerotome,146,-181,1,100
2044,181_147,Sclerotome,147,-181,1,100
2045,181_148,Sclerotome,148,-181,1,100
2046,181_149,Sclerotome,149,-181,1,100
2047,181_150,Sclerotome,150,-181,1,100
2048,181_151,Sclerotome,151,-181,1,100
2049,181_152,Sclerotome,152,-181,1,100
2050,181_153,Mesenchyme,153,-181,1,109
2051,181_154,Mesenchyme,154,-181,1,109
2052,181_155,Mesenchyme,155,-181,1,109
2053,181_156,Mesenchyme,156,-181,1,94
2054,182_104,Cavity,104,-182,1,87
2055,182_105,Cavity,105,-182,1,75
2056,182_106,Heart,106,-182,1,75
2057,182_107,Heart,107,-182,1,74
2058,182_108,Heart,108,-182,1,75
2059,182_109,Heart,109,-182,1,75
2060,182_110,Heart,110,-182,1,75
2061,182_111,Heart,111,-182,1,75
2062,182_112,Cavity,112,-182,1,76
2063,182_113,Cavity,113,-182,1,76
2064,182_114,Cavity,114,-182,1,78
2065,182_115,Cavity,115,-182,1,78
2066,182_116,Cavity,116,-182,1,76
2067,182_117,Cavity,117,-182,1,78
